,ProductItemCode,OrderDateKey,DueDateKey,ShipDateKey,CustomerKey,SalesOrderNumber,SalesAmount,ProductKey
86,HL-U509-R,20200204,20200216,20200211,29014,SO52225,34.99,214
87,HL-U509-R,20200204,20200216,20200211,26573,SO52229,34.99,214
88,HL-U509-R,20200204,20200216,20200211,23050,SO52236,34.99,214
89,HL-U509-R,20200204,20200216,20200211,23235,SO52258,34.99,214
90,HL-U509-R,20200204,20200216,20200211,26233,SO52260,34.99,214
91,HL-U509-R,20200204,20200216,20200211,24522,SO52272,34.99,214
92,HL-U509-R,20200205,20200217,20200212,11494,SO52282,34.99,214
93,HL-U509-R,20200205,20200217,20200212,14951,SO52296,34.99,214
94,HL-U509-R,20200205,20200217,20200212,26807,SO52300,34.99,214
95,HL-U509-R,20200205,20200217,20200212,11216,SO52322,34.99,214
96,HL-U509-R,20200205,20200217,20200212,24669,SO52325,34.99,214
97,HL-U509-R,20200206,20200218,20200213,29040,SO52336,34.99,214
98,HL-U509-R,20200206,20200218,20200213,26272,SO52337,34.99,214
99,HL-U509-R,20200206,20200218,20200213,23824,SO52341,34.99,214
100,HL-U509-R,20200206,20200218,20200213,23679,SO52349,34.99,214
101,HL-U509-R,20200206,20200218,20200213,14512,SO52350,34.99,214
102,HL-U509-R,20200206,20200218,20200213,19443,SO52364,34.99,214
103,HL-U509-R,20200207,20200219,20200214,19954,SO52366,34.99,214
104,HL-U509-R,20200207,20200219,20200214,16584,SO52393,34.99,214
105,HL-U509-R,20200207,20200219,20200214,11666,SO52396,34.99,214
106,HL-U509-R,20200207,20200219,20200214,20159,SO52398,34.99,214
107,HL-U509-R,20200207,20200219,20200214,23750,SO52401,34.99,214
108,HL-U509-R,20200207,20200219,20200214,25612,SO52404,34.99,214
109,HL-U509-R,20200208,20200220,20200215,11250,SO52410,34.99,214
110,HL-U509-R,20200208,20200220,20200215,11307,SO52452,34.99,214
111,HL-U509-R,20200208,20200220,20200215,19531,SO52462,34.99,214
112,HL-U509-R,20200209,20200221,20200216,11276,SO52473,34.99,214
113,HL-U509-R,20200209,20200221,20200216,19455,SO52480,34.99,214
114,HL-U509-R,20200209,20200221,20200216,13095,SO52491,34.99,214
115,HL-U509-R,20200209,20200221,20200216,15469,SO52500,34.99,214
116,HL-U509-R,20200209,20200221,20200216,15330,SO52501,34.99,214
117,HL-U509-R,20200209,20200221,20200216,11618,SO52513,34.99,214
118,HL-U509-R,20200210,20200222,20200217,17786,SO52557,34.99,214
119,HL-U509-R,20200210,20200222,20200217,19766,SO52569,34.99,214
120,HL-U509-R,20200210,20200222,20200217,14940,SO52576,34.99,214
121,HL-U509-R,20200211,20200223,20200218,21254,SO52583,34.99,214
122,HL-U509-R,20200211,20200223,20200218,16568,SO52600,34.99,214
123,HL-U509-R,20200211,20200223,20200218,16958,SO52607,34.99,214
124,HL-U509-R,20200212,20200224,20200219,24777,SO52628,34.99,214
125,HL-U509-R,20200212,20200224,20200219,12919,SO52635,34.99,214
126,HL-U509-R,20200212,20200224,20200219,16454,SO52640,34.99,214
127,HL-U509-R,20200212,20200224,20200219,20940,SO52647,34.99,214
128,HL-U509-R,20200212,20200224,20200219,28450,SO52648,34.99,214
129,HL-U509-R,20200212,20200224,20200219,14339,SO52653,34.99,214
130,HL-U509-R,20200212,20200224,20200219,25743,SO52659,34.99,214
131,HL-U509-R,20200212,20200224,20200219,27821,SO52668,34.99,214
132,HL-U509-R,20200213,20200225,20200220,25719,SO52706,34.99,214
133,HL-U509-R,20200213,20200225,20200220,14011,SO52717,34.99,214
134,HL-U509-R,20200214,20200226,20200221,25815,SO52727,34.99,214
135,HL-U509-R,20200214,20200226,20200221,17583,SO52744,34.99,214
136,HL-U509-R,20200214,20200226,20200221,11665,SO52760,34.99,214
137,HL-U509-R,20200214,20200226,20200221,20154,SO52763,34.99,214
138,HL-U509-R,20200214,20200226,20200221,26317,SO52765,34.99,214
139,HL-U509-R,20200214,20200226,20200221,21050,SO52770,34.99,214
140,HL-U509-R,20200214,20200226,20200221,21031,SO52772,34.99,214
141,HL-U509-R,20200215,20200227,20200222,11078,SO52789,34.99,214
142,HL-U509-R,20200215,20200227,20200222,18751,SO52802,34.99,214
143,HL-U509-R,20200215,20200227,20200222,16877,SO52804,34.99,214
144,HL-U509-R,20200215,20200227,20200222,24083,SO52840,34.99,214
145,HL-U509-R,20200216,20200228,20200223,18296,SO52841,34.99,214
146,HL-U509-R,20200216,20200228,20200223,11998,SO52844,34.99,214
147,HL-U509-R,20200216,20200228,20200223,17016,SO52864,34.99,214
148,HL-U509-R,20200216,20200228,20200223,22097,SO52866,34.99,214
149,HL-U509-R,20200216,20200228,20200223,16812,SO52875,34.99,214
150,HL-U509-R,20200216,20200228,20200223,22646,SO52880,34.99,214
151,HL-U509-R,20200216,20200228,20200223,25615,SO52881,34.99,214
152,HL-U509-R,20200217,20200301,20200224,14518,SO52884,34.99,214
153,HL-U509-R,20200217,20200301,20200224,24429,SO52896,34.99,214
154,HL-U509-R,20200217,20200301,20200224,11884,SO52915,34.99,214
155,HL-U509-R,20200217,20200301,20200224,20210,SO52920,34.99,214
156,HL-U509-R,20200217,20200301,20200224,13862,SO52921,34.99,214
157,HL-U509-R,20200217,20200301,20200224,25640,SO52929,34.99,214
158,HL-U509-R,20200218,20200302,20200225,16936,SO52944,34.99,214
159,HL-U509-R,20200218,20200302,20200225,11832,SO52950,34.99,214
160,HL-U509-R,20200219,20200303,20200226,12183,SO52984,34.99,214
161,HL-U509-R,20200219,20200303,20200226,14782,SO52988,34.99,214
162,HL-U509-R,20200219,20200303,20200226,23937,SO52989,34.99,214
163,HL-U509-R,20200219,20200303,20200226,12793,SO52996,34.99,214
164,HL-U509-R,20200219,20200303,20200226,14939,SO53002,34.99,214
165,HL-U509-R,20200220,20200304,20200227,17070,SO53011,34.99,214
166,HL-U509-R,20200220,20200304,20200227,11277,SO53023,34.99,214
167,HL-U509-R,20200220,20200304,20200227,15526,SO53024,34.99,214
168,HL-U509-R,20200220,20200304,20200227,15498,SO53030,34.99,214
169,HL-U509-R,20200220,20200304,20200227,20199,SO53050,34.99,214
170,HL-U509-R,20200220,20200304,20200227,11326,SO53055,34.99,214
171,HL-U509-R,20200220,20200304,20200227,28309,SO53059,34.99,214
172,HL-U509-R,20200220,20200304,20200227,26743,SO53060,34.99,214
173,HL-U509-R,20200220,20200304,20200227,22112,SO53063,34.99,214
174,HL-U509-R,20200221,20200305,20200228,11185,SO53092,34.99,214
175,HL-U509-R,20200221,20200305,20200228,15974,SO53097,34.99,214
176,HL-U509-R,20200221,20200305,20200228,13696,SO53104,34.99,214
177,HL-U509-R,20200221,20200305,20200228,17387,SO53118,34.99,214
178,HL-U509-R,20200222,20200306,20200301,14328,SO53149,34.99,214
179,HL-U509-R,20200222,20200306,20200301,12059,SO53170,34.99,214
180,HL-U509-R,20200222,20200306,20200301,17648,SO53172,34.99,214
181,HL-U509-R,20200222,20200306,20200301,21608,SO53179,34.99,214
182,HL-U509-R,20200223,20200307,20200302,15153,SO53192,34.99,214
183,HL-U509-R,20200223,20200307,20200302,14851,SO53195,34.99,214
184,HL-U509-R,20200223,20200307,20200302,15559,SO53203,34.99,214
185,HL-U509-R,20200224,20200308,20200303,23743,SO53266,34.99,214
186,HL-U509-R,20200224,20200308,20200303,23959,SO53267,34.99,214
187,HL-U509-R,20200224,20200308,20200303,11735,SO53274,34.99,214
188,HL-U509-R,20200224,20200308,20200303,22329,SO53285,34.99,214
189,HL-U509-R,20200225,20200309,20200304,23580,SO53303,34.99,214
190,HL-U509-R,20200225,20200309,20200304,27782,SO53320,34.99,214
191,HL-U509-R,20200225,20200309,20200304,25324,SO53324,34.99,214
192,HL-U509-R,20200225,20200309,20200304,28714,SO53335,34.99,214
193,HL-U509-R,20200225,20200309,20200304,24526,SO53339,34.99,214
194,HL-U509-R,20200225,20200309,20200304,14733,SO53343,34.99,214
195,HL-U509-R,20200226,20200310,20200305,29347,SO53361,34.99,214
196,HL-U509-R,20200226,20200310,20200305,12840,SO53376,34.99,214
197,HL-U509-R,20200226,20200310,20200305,17785,SO53383,34.99,214
198,HL-U509-R,20200226,20200310,20200305,24275,SO53391,34.99,214
199,HL-U509-R,20200227,20200311,20200306,11343,SO53399,34.99,214
200,HL-U509-R,20200227,20200311,20200306,14126,SO53404,34.99,214
201,HL-U509-R,20200227,20200311,20200306,18256,SO53405,34.99,214
202,HL-U509-R,20200227,20200311,20200306,24594,SO53407,34.99,214
203,HL-U509-R,20200227,20200311,20200306,17350,SO53412,34.99,214
204,HL-U509-R,20200227,20200311,20200306,23274,SO53417,34.99,214
205,HL-U509-R,20200227,20200311,20200306,14010,SO53439,34.99,214
206,HL-U509-R,20200227,20200311,20200306,26322,SO53444,34.99,214
207,HL-U509-R,20200228,20200312,20200307,28267,SO53630,34.99,214
208,HL-U509-R,20200228,20200312,20200307,23473,SO53633,34.99,214
209,HL-U509-R,20200228,20200312,20200307,16964,SO53634,34.99,214
210,HL-U509-R,20200228,20200312,20200307,25148,SO53657,34.99,214
211,HL-U509-R,20200228,20200312,20200307,19724,SO53660,34.99,214
212,HL-U509-R,20200301,20200313,20200308,12291,SO53663,34.99,214
213,HL-U509-R,20200301,20200313,20200308,11142,SO53684,34.99,214
214,HL-U509-R,20200301,20200313,20200308,14993,SO53690,34.99,214
215,HL-U509-R,20200301,20200313,20200308,13302,SO53691,34.99,214
216,HL-U509-R,20200301,20200313,20200308,26909,SO53699,34.99,214
217,HL-U509-R,20200301,20200313,20200308,28948,SO53709,34.99,214
218,HL-U509-R,20200302,20200314,20200309,21375,SO53727,34.99,214
219,HL-U509-R,20200302,20200314,20200309,13935,SO53743,34.99,214
220,HL-U509-R,20200302,20200314,20200309,11008,SO53765,34.99,214
221,HL-U509-R,20200302,20200314,20200309,29277,SO53770,34.99,214
222,HL-U509-R,20200303,20200315,20200310,16731,SO53788,34.99,214
223,HL-U509-R,20200303,20200315,20200310,15103,SO53810,34.99,214
224,HL-U509-R,20200303,20200315,20200310,26898,SO53815,34.99,214
225,HL-U509-R,20200304,20200316,20200311,18488,SO53830,34.99,214
226,HL-U509-R,20200304,20200316,20200311,22333,SO53841,34.99,214
227,HL-U509-R,20200304,20200316,20200311,15862,SO53853,34.99,214
228,HL-U509-R,20200304,20200316,20200311,21942,SO53869,34.99,214
229,HL-U509-R,20200305,20200317,20200312,14043,SO53898,34.99,214
230,HL-U509-R,20200305,20200317,20200312,22671,SO53917,34.99,214
231,HL-U509-R,20200305,20200317,20200312,15101,SO53919,34.99,214
232,HL-U509-R,20200306,20200318,20200313,24900,SO53920,34.99,214
233,HL-U509-R,20200306,20200318,20200313,14623,SO53947,34.99,214
234,HL-U509-R,20200306,20200318,20200313,28898,SO53953,34.99,214
235,HL-U509-R,20200306,20200318,20200313,12986,SO53964,34.99,214
236,HL-U509-R,20200307,20200319,20200314,28304,SO53984,34.99,214
237,HL-U509-R,20200307,20200319,20200314,17337,SO53996,34.99,214
238,HL-U509-R,20200307,20200319,20200314,12177,SO54025,34.99,214
239,HL-U509-R,20200307,20200319,20200314,22372,SO54034,34.99,214
240,HL-U509-R,20200308,20200320,20200315,11572,SO54040,34.99,214
241,HL-U509-R,20200308,20200320,20200315,19502,SO54048,34.99,214
242,HL-U509-R,20200308,20200320,20200315,24343,SO54098,34.99,214
243,HL-U509-R,20200308,20200320,20200315,19538,SO54099,34.99,214
244,HL-U509-R,20200309,20200321,20200316,24903,SO54103,34.99,214
245,HL-U509-R,20200309,20200321,20200316,14217,SO54106,34.99,214
246,HL-U509-R,20200309,20200321,20200316,17723,SO54119,34.99,214
247,HL-U509-R,20200309,20200321,20200316,11049,SO54129,34.99,214
248,HL-U509-R,20200309,20200321,20200316,22745,SO54141,34.99,214
249,HL-U509-R,20200309,20200321,20200316,16354,SO54142,34.99,214
250,HL-U509-R,20200309,20200321,20200316,15084,SO54147,34.99,214
251,HL-U509-R,20200310,20200322,20200317,13416,SO54171,34.99,214
252,HL-U509-R,20200310,20200322,20200317,12188,SO54173,34.99,214
253,HL-U509-R,20200311,20200323,20200318,12125,SO54190,34.99,214
254,HL-U509-R,20200311,20200323,20200318,14318,SO54196,34.99,214
255,HL-U509-R,20200311,20200323,20200318,15878,SO54217,34.99,214
256,HL-U509-R,20200311,20200323,20200318,16361,SO54233,34.99,214
257,HL-U509-R,20200311,20200323,20200318,12187,SO54234,34.99,214
258,HL-U509-R,20200311,20200323,20200318,18740,SO54238,34.99,214
259,HL-U509-R,20200311,20200323,20200318,22686,SO54246,34.99,214
260,HL-U509-R,20200312,20200324,20200319,23532,SO54249,34.99,214
261,HL-U509-R,20200312,20200324,20200319,12715,SO54257,34.99,214
262,HL-U509-R,20200312,20200324,20200319,19471,SO54265,34.99,214
263,HL-U509-R,20200312,20200324,20200319,17380,SO54283,34.99,214
264,HL-U509-R,20200312,20200324,20200319,15485,SO54284,34.99,214
265,HL-U509-R,20200312,20200324,20200319,12421,SO54294,34.99,214
266,HL-U509-R,20200312,20200324,20200319,12286,SO54300,34.99,214
267,HL-U509-R,20200312,20200324,20200319,11238,SO54301,34.99,214
268,HL-U509-R,20200312,20200324,20200319,19423,SO54312,34.99,214
269,HL-U509-R,20200312,20200324,20200319,28110,SO54315,34.99,214
270,HL-U509-R,20200313,20200325,20200320,14063,SO54317,34.99,214
271,HL-U509-R,20200313,20200325,20200320,17193,SO54346,34.99,214
272,HL-U509-R,20200313,20200325,20200320,14194,SO54350,34.99,214
273,HL-U509-R,20200313,20200325,20200320,25199,SO54368,34.99,214
274,HL-U509-R,20200313,20200325,20200320,26986,SO54372,34.99,214
275,HL-U509-R,20200314,20200326,20200321,13982,SO54385,34.99,214
276,HL-U509-R,20200314,20200326,20200321,23897,SO54405,34.99,214
277,HL-U509-R,20200314,20200326,20200321,27857,SO54410,34.99,214
278,HL-U509-R,20200314,20200326,20200321,12562,SO54415,34.99,214
279,HL-U509-R,20200314,20200326,20200321,12154,SO54417,34.99,214
280,HL-U509-R,20200314,20200326,20200321,24735,SO54424,34.99,214
281,HL-U509-R,20200315,20200327,20200322,20850,SO54437,34.99,214
282,HL-U509-R,20200315,20200327,20200322,17366,SO54448,34.99,214
283,HL-U509-R,20200315,20200327,20200322,13945,SO54451,34.99,214
284,HL-U509-R,20200315,20200327,20200322,21846,SO54454,34.99,214
285,HL-U509-R,20200315,20200327,20200322,24113,SO54460,34.99,214
286,HL-U509-R,20200315,20200327,20200322,27155,SO54461,34.99,214
287,HL-U509-R,20200315,20200327,20200322,20818,SO54471,34.99,214
288,HL-U509-R,20200315,20200327,20200322,19482,SO54475,34.99,214
289,HL-U509-R,20200316,20200328,20200323,18257,SO54481,34.99,214
290,HL-U509-R,20200316,20200328,20200323,16885,SO54492,34.99,214
291,HL-U509-R,20200316,20200328,20200323,15285,SO54499,34.99,214
292,HL-U509-R,20200316,20200328,20200323,25526,SO54506,34.99,214
293,HL-U509-R,20200316,20200328,20200323,14353,SO54510,34.99,214
294,HL-U509-R,20200316,20200328,20200323,27143,SO54523,34.99,214
295,HL-U509-R,20200316,20200328,20200323,12630,SO54524,34.99,214
296,HL-U509-R,20200317,20200329,20200324,23414,SO54527,34.99,214
297,HL-U509-R,20200317,20200329,20200324,12133,SO54528,34.99,214
298,HL-U509-R,20200317,20200329,20200324,13641,SO54532,34.99,214
299,HL-U509-R,20200317,20200329,20200324,23776,SO54535,34.99,214
300,HL-U509-R,20200317,20200329,20200324,18554,SO54549,34.99,214
301,HL-U509-R,20200317,20200329,20200324,11185,SO54550,34.99,214
302,HL-U509-R,20200317,20200329,20200324,13764,SO54562,34.99,214
303,HL-U509-R,20200317,20200329,20200324,13938,SO54572,34.99,214
304,HL-U509-R,20200318,20200330,20200325,16515,SO54587,34.99,214
305,HL-U509-R,20200318,20200330,20200325,12112,SO54647,34.99,214
306,HL-U509-R,20200318,20200330,20200325,11888,SO54648,34.99,214
307,HL-U509-R,20200319,20200331,20200326,11609,SO54673,34.99,214
308,HL-U509-R,20200319,20200331,20200326,22569,SO54691,34.99,214
309,HL-U509-R,20200319,20200331,20200326,15478,SO54695,34.99,214
310,HL-U509-R,20200319,20200331,20200326,11007,SO54705,34.99,214
311,HL-U509-R,20200319,20200331,20200326,15100,SO54714,34.99,214
312,HL-U509-R,20200320,20200401,20200327,27509,SO54726,34.99,214
313,HL-U509-R,20200320,20200401,20200327,26472,SO54727,34.99,214
314,HL-U509-R,20200320,20200401,20200327,17260,SO54737,34.99,214
315,HL-U509-R,20200320,20200401,20200327,16355,SO54741,34.99,214
316,HL-U509-R,20200320,20200401,20200327,26930,SO54758,34.99,214
317,HL-U509-R,20200320,20200401,20200327,19725,SO54765,34.99,214
318,HL-U509-R,20200320,20200401,20200327,19537,SO54766,34.99,214
319,HL-U509-R,20200321,20200402,20200328,16991,SO54786,34.99,214
320,HL-U509-R,20200321,20200402,20200328,15759,SO54790,34.99,214
321,HL-U509-R,20200321,20200402,20200328,13610,SO54794,34.99,214
322,HL-U509-R,20200321,20200402,20200328,20323,SO54800,34.99,214
323,HL-U509-R,20200321,20200402,20200328,12103,SO54803,34.99,214
324,HL-U509-R,20200321,20200402,20200328,19496,SO54816,34.99,214
325,HL-U509-R,20200321,20200402,20200328,22486,SO54817,34.99,214
326,HL-U509-R,20200322,20200403,20200329,15154,SO54824,34.99,214
327,HL-U509-R,20200322,20200403,20200329,11223,SO54836,34.99,214
328,HL-U509-R,20200322,20200403,20200329,17158,SO54845,34.99,214
329,HL-U509-R,20200322,20200403,20200329,14953,SO54857,34.99,214
330,HL-U509-R,20200322,20200403,20200329,19701,SO54872,34.99,214
331,HL-U509-R,20200322,20200403,20200329,26987,SO54874,34.99,214
332,HL-U509-R,20200322,20200403,20200329,29412,SO54877,34.99,214
333,HL-U509-R,20200323,20200404,20200330,19500,SO54896,34.99,214
334,HL-U509-R,20200323,20200404,20200330,20691,SO54908,34.99,214
335,HL-U509-R,20200323,20200404,20200330,15763,SO54920,34.99,214
336,HL-U509-R,20200323,20200404,20200330,22951,SO54923,34.99,214
337,HL-U509-R,20200323,20200404,20200330,22954,SO54924,34.99,214
338,HL-U509-R,20200324,20200405,20200331,12317,SO54934,34.99,214
339,HL-U509-R,20200324,20200405,20200331,11836,SO54942,34.99,214
340,HL-U509-R,20200324,20200405,20200331,27966,SO54960,34.99,214
341,HL-U509-R,20200324,20200405,20200331,11244,SO54970,34.99,214
342,HL-U509-R,20200325,20200406,20200401,15234,SO54981,34.99,214
343,HL-U509-R,20200325,20200406,20200401,17741,SO54983,34.99,214
344,HL-U509-R,20200325,20200406,20200401,23787,SO54992,34.99,214
345,HL-U509-R,20200325,20200406,20200401,18349,SO55000,34.99,214
346,HL-U509-R,20200325,20200406,20200401,12844,SO55004,34.99,214
347,HL-U509-R,20200326,20200407,20200402,25281,SO55086,34.99,214
348,HL-U509-R,20200326,20200407,20200402,24670,SO55087,34.99,214
349,HL-U509-R,20200327,20200408,20200403,11150,SO55095,34.99,214
350,HL-U509-R,20200327,20200408,20200403,11501,SO55107,34.99,214
351,HL-U509-R,20200327,20200408,20200403,25579,SO55123,34.99,214
352,HL-U509-R,20200327,20200408,20200403,20339,SO55130,34.99,214
353,HL-U509-R,20200327,20200408,20200403,24673,SO55135,34.99,214
354,HL-U509-R,20200328,20200409,20200404,23417,SO55139,34.99,214
355,HL-U509-R,20200328,20200409,20200404,11999,SO55140,34.99,214
356,HL-U509-R,20200328,20200409,20200404,24135,SO55178,34.99,214
357,HL-U509-R,20200329,20200410,20200405,20513,SO55196,34.99,214
358,HL-U509-R,20200329,20200410,20200405,12193,SO55220,34.99,214
359,HL-U509-R,20200330,20200411,20200406,25065,SO55347,34.99,214
360,HL-U509-R,20200330,20200411,20200406,19929,SO55356,34.99,214
361,HL-U509-R,20200330,20200411,20200406,19252,SO55359,34.99,214
362,HL-U509-R,20200330,20200411,20200406,25638,SO55365,34.99,214
363,HL-U509-R,20200330,20200411,20200406,25382,SO55376,34.99,214
364,HL-U509-R,20200331,20200412,20200407,12637,SO55384,34.99,214
365,HL-U509-R,20200331,20200412,20200407,12314,SO55397,34.99,214
366,HL-U509-R,20200331,20200412,20200407,11255,SO55400,34.99,214
367,HL-U509-R,20200331,20200412,20200407,22035,SO55410,34.99,214
368,HL-U509-R,20200331,20200412,20200407,16331,SO55413,34.99,214
369,HL-U509-R,20200331,20200412,20200407,20871,SO55422,34.99,214
370,HL-U509-R,20200331,20200412,20200407,11520,SO55428,34.99,214
371,HL-U509-R,20200331,20200412,20200407,14846,SO55443,34.99,214
372,HL-U509-R,20200331,20200412,20200407,12349,SO55446,34.99,214
373,HL-U509-R,20200331,20200412,20200407,12668,SO55448,34.99,214
374,HL-U509-R,20200401,20200413,20200408,19629,SO55460,34.99,214
375,HL-U509-R,20200401,20200413,20200408,14849,SO55477,34.99,214
376,HL-U509-R,20200401,20200413,20200408,15157,SO55489,34.99,214
377,HL-U509-R,20200401,20200413,20200408,29103,SO55498,34.99,214
378,HL-U509-R,20200402,20200414,20200409,17729,SO55507,34.99,214
379,HL-U509-R,20200402,20200414,20200409,19586,SO55542,34.99,214
380,HL-U509-R,20200402,20200414,20200409,12039,SO55543,34.99,214
381,HL-U509-R,20200402,20200414,20200409,25385,SO55544,34.99,214
382,HL-U509-R,20200403,20200415,20200410,20045,SO55561,34.99,214
383,HL-U509-R,20200403,20200415,20200410,15963,SO55579,34.99,214
384,HL-U509-R,20200403,20200415,20200410,11566,SO55588,34.99,214
